ward,date_diff,case_status
19,82590000,Closed
3,5558000,Closed
21,149712000,Closed
11,284745000,Closed
6,1737000,Closed
1,1000,Closed
22,7000,Closed
21,159000,Closed
21,3000,Closed
14,1000,Closed
5,1000,Closed
20,105494000,Closed
3,12000,Closed
6,14491000,Closed
4,5958743000,Closed
9,261916000,Closed
8,94116000,Closed
11,1000,Closed
18,2000,Closed
5,9654000,Closed
20,1000,Closed
20,8179000,Closed
22,1000,Closed
20,1000,Closed
16,72096000,Closed
20,1000,Closed
16,96813000,Closed
5,91941000,Closed
1,1000,Closed
2,324316000,Closed
18,1000,Closed
20,612944000,Closed
21,5000,Closed
20,1000,Closed
4,181166000,Closed
5,73482000,Closed
22,2000,Closed
1,1000,Closed
12,1848000,Closed
3,1000,Closed
5,1851000,Closed
18,3000,Closed
18,5572000,Closed
7,3974000,Closed
5,1000,Closed
5,33946000,Closed
20,11000,Closed
14,706934000,Closed
19,65081000,Closed
6,2000,Closed
6,1000,Closed
17,2000,Closed
22,10289000,Closed
7,227651000,Closed
1,1000,Closed
13,41356000,Closed
20,1000,Closed
20,1000,Closed
3,5104000,Closed
20,1000,Closed
8,1000,Closed
18,125000,Closed
4,5000,Closed
13,75500000,Closed
14,1000,Closed
19,1000,Closed
18,1000,Closed
20,1000,Closed
4,719000,Closed
10,412391000,Closed
18,100816000,Closed
20,1000,Closed
22,3000,Closed
4,827000,Closed
18,9732000,Closed
19,1000,Closed
4,5870000,Closed
14,1000,Closed
7,410675000,Closed
21,1000,Closed
4,73996000,Closed
12,1000,Closed
19,12975000,Closed
11,1000,Closed
16,24665000,Closed
5,421304000,Closed
21,5578000,Closed
4,82265000,Closed
3,333262000,Closed
2,1000,Closed
4,15755000,Closed
3,231718000,Closed
19,11951000,Closed
20,342248000,Closed
18,2000,Closed
20,1000,Closed
18,1000,Closed
21,2485000,Closed
3,67446000,Closed
11,11297000,Closed
21,1000,Closed
21,2000,Closed
12,3598000,Closed
21,513000,Closed
2,7957000,Closed
20,1000,Closed
3,127000,Closed
18,2000,Closed
7,512364000,Closed
20,126000,Closed
5,14455000,Closed
20,6000,Closed
4,245354000,Closed
2,194064000,Closed
1,114901000,Closed
18,15507000,Closed
22,2000,Closed
16,15740000,Closed
20,1000,Closed
3,5648000,Closed
3,1000,Closed
17,6963000,Closed
4,1000,Closed
10,1000,Closed
3,10452886000,Closed
16,1020834000,Closed
20,1000,Closed
18,2104000,Closed
4,1000,Closed
1,1000,Closed
14,84109000,Closed
17,1286007000,Closed
10,12000,Closed
20,1000,Closed
5,881367000,Closed
7,10604000,Closed
1,1000,Closed
3,524263000,Closed
15,1000,Closed
20,1000,Closed
7,2000,Closed
17,81210000,Closed
11,9823000,Closed
16,87851000,Closed
16,2000,Closed
4,12700683000,Closed
19,13975000,Closed
4,1000,Closed
19,13177000,Closed
10,164104000,Closed
5,9318000,Closed
6,1000,Closed
19,1000,Closed
14,67585000,Closed
11,1000,Closed
14,194104000,Closed
6,70065000,Closed
14,191760000,Closed
18,1000,Closed
6,30633000,Closed
18,205000,Closed
6,12134000,Closed
19,1000,Closed
20,2000,Closed
19,1000,Closed
22,1000,Closed
18,6303000,Closed
21,2000,Closed
4,100183000,Closed
20,1000,Closed
19,75241000,Closed
14,1000,Closed
3,1000,Closed
20,47804000,Closed
13,196990000,Closed
11,1000,Closed
18,1000,Closed
18,88856000,Closed
3,190678000,Closed
8,13000,Closed
21,245610000,Closed
9,16012000,Closed
20,1000,Closed
1,1000,Closed
11,7374000,Closed
18,6604000,Closed
18,1000,Closed
3,2252799000,Closed
14,1000,Closed
5,358127000,Closed
4,1000,Closed
20,1000,Closed
19,1000,Closed
20,18812000,Closed
19,17903000,Closed
14,1000,Closed
3,1000,Closed
1,1000,Closed
2,2330443000,Closed
9,80589000,Closed
18,1000,Closed
20,596404000,Closed
16,87093000,Closed
20,1000,Closed
21,1917000,Closed
5,205000,Closed
18,9937000,Closed
20,1000,Closed
11,1000,Closed
7,1000,Closed
20,1000,Closed
5,94032000,Closed
11,1000,Closed
10,1000,Closed
16,514039000,Closed
20,1000,Closed
21,81682000,Closed
19,1000,Closed
2,83195000,Closed
5,276657000,Closed
16,16613000,Closed
20,1000,Closed
17,1000,Closed
5,854812000,Closed
8,343160000,Closed
19,2000,Closed
18,1000,Closed
20,1000,Closed
7,1000,Closed
21,32374000,Closed
11,162244000,Closed
21,490751000,Closed
3,2000,Closed
18,96557000,Closed
11,1000,Closed
15,1000,Closed
21,4320000,Closed
14,102000,Closed
3,48359000,Closed
20,612793000,Closed
11,1000,Closed
18,1000,Closed
3,13997000,Closed
19,4000,Closed
8,223027000,Closed
20,22551000,Closed
8,7614000,Closed
9,64728000,Closed
12,1000,Closed
12,165586000,Closed
5,94482000,Closed
19,1000,Closed
14,67690000,Closed
8,1000,Closed
20,1000,Closed
7,1000,Closed
8,240599000,Closed
18,1000,Closed
5,233000,Closed
20,2024000,Closed
16,9016000,Closed
18,3617000,Closed
19,1000,Closed
22,1000,Closed
20,1000,Closed
18,100000,Closed
8,181643000,Closed
2,13711000,Closed
18,82894000,Closed
8,1000,Closed
3,1000,Closed
4,179069000,Closed
10,1000,Closed
17,586839000,Closed
22,134304000,Closed
4,430667000,Closed
7,1000,Closed
3,675765000,Closed
11,1000,Closed
6,135590000,Closed
3,152133000,Closed
4,1168000,Closed
21,85625000,Closed
10,518177000,Closed
21,86268000,Closed
11,2000,Closed
11,169248000,Closed
19,3000,Closed
17,81479000,Closed
20,105342000,Closed
18,1000,Closed
21,4000,Closed
4,59493000,Closed
2,72471000,Closed
18,20560292000,Closed
18,1000,Closed
14,8750000,Closed
20,1000,Closed
20,1000,Closed
12,1000,Closed
16,1000,Closed
18,1000,Closed
15,1000,Closed
9,88413000,Closed
18,160024000,Closed
18,1000,Closed
20,1000,Closed
5,106537000,Closed
19,2909000,Closed
19,2000,Closed
20,161837000,Closed
13,1000,Closed
3,134915000,Closed
14,1000,Closed
18,1000,Closed
21,76375000,Closed
6,8091000,Closed
11,4000,Closed
17,1000,Closed
11,1000,Closed
17,1000,Closed
19,5000,Closed
17,1000,Closed
18,65747000,Closed
12,92586000,Closed
11,1000,Closed
18,3000,Closed
22,220000,Closed
18,2000,Closed
14,71450000,Closed
2,281377000,Closed
20,1000,Closed
11,1000,Closed
18,2000,Closed
18,86632000,Closed
13,1000,Closed
6,165484000,Closed
17,3135000,Closed
20,1000,Closed
19,2000,Closed
20,1000,Closed
20,3725000,Closed
21,7277000,Closed
16,247100000,Closed
7,6743000,Closed
21,7000,Closed
4,1000,Closed
5,1000,Closed
20,1000,Closed
10,1000,Closed
5,1099000,Closed
17,79742000,Closed
9,4000,Closed
20,1000,Closed
14,1000,Closed
3,499291000,Closed
3,1000,Closed
18,79236000,Closed
18,9774000,Closed
15,1000,Closed
14,91731000,Closed
20,1000,Closed
11,1000,Closed
21,2000,Closed
1,3000,Closed
16,1292000,Closed
21,4000,Closed
20,1000,Closed
19,1000,Closed
20,1000,Closed
11,506000,Closed
18,40643000,Closed
5,1000,Closed
22,2553096000,Closed
12,1000,Closed
9,5000,Closed
20,157160000,Closed
19,1000,Closed
8,1000,Closed
15,30045000,Closed
2,441212000,Closed
20,329021000,Closed
8,1000,Closed
9,14795000,Closed
20,1000,Closed
6,536062000,Closed
20,1000,Closed
1,1000,Closed
2,1212326000,Closed
5,434513000,Closed
1,83519000,Closed
14,25322000,Closed
19,243150000,Closed
2,873282000,Closed
15,1000,Closed
19,88257000,Closed
21,2000,Closed
5,1000,Closed
20,1000,Closed
14,2000,Closed
20,1357000,Closed
4,7869000,Closed
20,1000,Closed
18,93172000,Closed
13,1000,Closed
10,1000,Closed
7,83141000,Closed
1,1000,Closed
11,1000,Closed
13,178652000,Closed
20,1000,Closed
1,1000,Closed
4,81124000,Closed
5,342693000,Closed
19,2000,Closed
9,423197000,Closed
16,15081000,Closed
15,1000,Closed
20,1000,Closed
4,1000,Closed
20,6000,Closed
11,1000,Closed
4,582000,Closed
4,155865000,Closed
16,7235000,Closed
22,6000,Closed
15,1000,Closed
19,1000,Closed
7,25871000,Closed
13,1000,Closed
3,321000,Closed
20,1000,Closed
9,88861000,Closed
12,1000,Closed
1,1000,Closed
8,2000,Closed
6,259163000,Closed
5,2000,Closed
19,1732000,Closed
1,186645000,Closed
14,2000,Closed
20,1000,Closed
1,1000,Closed
6,2000,Closed
17,1000,Closed
3,1000,Closed
3,4338000,Closed
3,253821000,Closed
1,1000,Closed
20,5000,Closed
13,1000,Closed
6,71621000,Closed
20,1000,Closed
13,77725000,Closed
20,1000,Closed
3,524136000,Closed
16,411133000,Closed
22,228000,Closed
20,2951000,Closed
21,8000,Closed
20,1000,Closed
18,85285000,Closed
6,193502000,Closed
4,510607000,Closed
20,1000,Closed
21,4864000,Closed
17,1000,Closed
18,2000,Closed
3,7970000,Closed
3,80730000,Closed
17,73659000,Closed
21,139000,Closed
18,4000,Closed
20,1000,Closed
6,2000,Closed
3,501769000,Closed
13,1000,Closed
21,2000,Closed
16,2000,Closed
14,264424000,Closed
19,2000,Closed
4,1000,Closed
11,1000,Closed
19,2000,Closed
14,5503000,Closed
18,104528000,Closed
19,17725000,Closed
18,70857000,Closed
10,63927000,Closed
18,2000,Closed
17,172947000,Closed
18,1000,Closed
13,1000,Closed
3,1000,Closed
4,2685000,Closed
4,107557000,Closed
12,97970000,Closed
4,1000,Closed
22,2000,Closed
18,10007000,Closed
11,81694000,Closed
18,1000,Closed
5,65073000,Closed
15,1000,Closed
18,1000,Closed
3,2000,Closed
2,5802000,Closed
9,798952000,Closed
20,1000,Closed
20,1000,Closed
18,1000,Closed
20,11000,Closed
11,4000,Closed
1,1000,Closed
5,106183000,Closed
13,1000,Closed
3,1657157000,Closed
7,117223000,Closed
4,1369000,Closed
2,85825000,Closed
5,673808000,Closed
4,61255000,Closed
22,9000,Closed
18,3000,Closed
6,279685000,Closed
8,1000,Closed
21,4000,Closed
11,1000,Closed
16,10748000,Closed
5,8537000,Closed
9,1000,Closed
5,1234159000,Closed
5,163019000,Closed
18,69630000,Closed
1,1000,Closed
20,1000,Closed
11,1000,Closed
8,3000,Closed
20,1000,Closed
20,1000,Closed
5,73172000,Closed
19,1000,Closed
18,5055000,Closed
3,1000,Closed
14,391302000,Closed
1,1000,Closed
20,1000,Closed
3,78433000,Closed
18,1033582000,Closed
14,1000,Closed
1,170562000,Closed
12,1000,Closed
3,79562000,Closed
21,5000,Closed
2,37113000,Closed
3,2000,Closed
8,93447000,Closed
14,1000,Closed
4,1000,Closed
11,175503000,Closed
1,3000,Closed
15,96790000,Closed
14,1000,Closed
18,88896000,Closed
11,1000,Closed
13,11754000,Closed
18,1000,Closed
1,965000,Closed
4,497252000,Closed
22,8000,Closed
18,11479000,Closed
20,1000,Closed
11,1000,Closed
20,1000,Closed
18,9908000,Closed
14,19950000,Closed
5,25295000,Closed
5,513713000,Closed
20,2000,Closed
18,2000,Closed
11,1000,Closed
18,85273000,Closed
2,14910000,Closed
14,6864000,Closed
21,81697000,Closed
3,1000,Closed
18,1000,Closed
1,1000,Closed
20,62699000,Closed
1,30117000,Closed
20,1000,Closed
18,177186000,Closed
3,217992000,Closed
14,85658000,Closed
8,1651793000,Closed
9,1000,Closed
11,10000,Closed
20,6000,Closed
8,61000,Closed
18,15554000,Closed
8,1000,Closed
22,3162266000,Closed
8,1000,Closed
20,1000,Closed
21,2000,Closed
1,1000,Closed
12,4000,Closed
20,1000,Closed
11,1000,Closed
20,1000,Closed
19,1000,Closed
1,1000,Closed
18,87360000,Closed
14,1000,Closed
18,1000,Closed
1,7221000,Closed
1,2000,Closed
5,95663000,Closed
4,447830000,Closed
8,93951000,Closed
21,6000,Closed
8,67863000,Closed
22,2745370000,Closed
8,81753000,Closed
3,362470000,Closed
16,99208000,Closed
13,1000,Closed
21,3000,Closed
20,1000,Closed
21,30835000,Closed
18,154839000,Closed
19,3047000,Closed
15,1000,Closed
3,1000,Closed
3,29331000,Closed
12,1000,Closed
16,67973000,Closed
18,1000,Closed
11,251080000,Closed
8,85647000,Closed
1,60705000,Closed
20,1000,Closed
1,1000,Closed
20,1000,Closed
22,140000,Closed
20,1000,Closed
15,264860000,Closed
18,79439000,Closed
6,10212000,Closed
20,1000,Closed
19,2152000,Closed
17,1000,Closed
10,1000,Closed
20,1000,Closed
3,87904000,Closed
18,168229000,Closed
14,1000,Closed
5,1000,Closed
14,1000,Closed
20,1000,Closed
6,94959000,Closed
17,20906000,Closed
18,3349000,Closed
7,1000,Closed
20,1000,Closed
11,82392000,Closed
19,1000,Closed
10,9448000,Closed
8,1000,Closed
19,1000,Closed
21,2000,Closed
19,1000,Closed
3,241133000,Closed
6,1000,Closed
18,8520000,Closed
21,425881000,Closed
5,8330000,Closed
21,3000,Closed
18,5803000,Closed
8,1000,Closed
10,16109000,Closed
19,1000,Closed
16,2852661000,Closed
5,4539000,Closed
22,7507000,Closed
18,4000,Closed
7,1000,Closed
20,1000,Closed
13,85113000,Closed
18,2000,Closed
4,1000,Closed
7,1000,Closed
3,1113148000,Closed
11,2171000,Closed
19,86810000,Closed
18,1000,Closed
18,1000,Closed
3,179591000,Closed
21,280029000,Closed
14,17238000,Closed
2,269887000,Closed
1,1000,Closed
17,106624000,Closed
1,1000,Closed
16,342772000,Closed
16,97203000,Closed
19,3000,Closed
14,50524000,Closed
3,251054000,Closed
20,1000,Closed
18,1000,Closed
19,1000,Closed
17,4000,Closed
14,1000,Closed
19,12153000,Closed
14,91381000,Closed
19,1000,Closed
21,6989000,Closed
18,1000,Closed
19,1000,Closed
3,1000,Closed
16,46834000,Closed
18,96968000,Closed
16,8668000,Closed
9,87796000,Closed
18,81695000,Closed
5,88240000,Closed
18,90445000,Closed
5,229470000,Closed
9,4109000,Closed
3,1427962000,Closed
11,3891000,Closed
9,1000,Closed
18,7009000,Closed
2,161714000,Closed
4,8000,Closed
20,1000,Closed
17,165818000,Closed
20,1000,Closed
3,2893000,Closed
22,2313000,Closed
18,25324000,Closed
12,5334000,Closed
12,1000,Closed
1,1000,Closed
16,262415000,Closed
19,1000,Closed
10,1000,Closed
11,1000,Closed
18,1000,Closed
20,1000,Closed
19,1000,Closed
19,1000,Closed
18,95827000,Closed
1,1000,Closed
4,1000,Closed
8,5851697000,Closed
5,3416000,Closed
19,2000,Closed
14,59783000,Closed
4,134808000,Closed
12,314400000,Closed
18,1000,Closed
18,1000,Closed
14,2172287000,Closed
2,590077000,Closed
10,90116000,Closed
20,6842000,Closed
18,73521000,Closed
14,1000,Closed
15,1000,Closed
4,28461000,Closed
4,753000,Closed
20,1000,Closed
3,98073000,Closed
9,85861000,Closed
16,1000,Closed
20,1000,Closed
11,4899876000,Closed
19,9881000,Closed
19,7639000,Closed
5,445111000,Closed
2,2087000,Closed
5,46241000,Closed
11,1000,Closed
22,3948000,Closed
21,3965000,Closed
12,1000,Closed
14,18954000,Closed
16,1000,Closed
18,83205000,Closed
18,1000,Closed
18,82977000,Closed
20,1000,Closed
6,75234000,Closed
21,9000,Closed
3,45129000,Closed
1,250467000,Closed
14,11666000,Closed
4,18998000,Closed
11,1000,Closed
3,103889000,Closed
1,1000,Closed
7,5284000,Closed
17,1000,Closed
18,16391000,Closed
15,246051000,Closed
11,92333000,Closed
4,98580000,Closed
15,1000,Closed
5,336745000,Closed
18,1000,Closed
15,13208000,Closed
18,1000,Closed
20,2000,Closed
12,71638000,Closed
17,98319000,Closed
3,90403000,Closed
17,239050000,Closed
11,179449000,Closed
13,88720000,Closed
3,236090000,Closed
3,37696000,Closed
17,1282000,Closed
4,4136000,Closed
1,1000,Closed
17,64478000,Closed
16,76984000,Closed
20,7591000,Closed
20,15871000,Closed
19,310521000,Closed
20,1000,Closed
4,2000,Closed
1,1000,Closed
20,3000,Closed
19,69897000,Closed
9,3000,Closed
3,161824000,Closed
15,21907406000,Closed
4,103158000,Closed
18,146905000,Closed
10,48864791000,Closed
21,4073000,Closed
19,2000,Closed
22,2000,Closed
19,1000,Closed
16,81037000,Closed
9,1000,Closed
13,19288000,Closed
19,1000,Closed
7,84259000,Closed
19,407968000,Closed
18,85053000,Closed
9,91798000,Closed
4,1000,Closed
18,2000,Closed
20,83428000,Closed
14,105534000,Closed
17,79098000,Closed
18,15171000,Closed
18,1000,Closed
18,18866000,Closed
21,226000,Closed
16,35419000,Closed
3,28571000,Closed
18,13362000,Closed
3,2000,Closed
21,12000,Closed
20,1000,Closed
7,9446000,Closed
6,80796000,Closed
4,69571000,Closed
16,1000,Closed
9,6086000,Closed
18,2000,Closed
18,141161000,Closed
21,249000,Closed
1,3000,Closed
19,2000,Closed
1,3000,Closed
18,92372000,Closed
21,82113000,Closed
3,82283000,Closed
11,2000,Closed
19,1000,Closed
14,1000,Closed
19,1000,Closed
9,1000,Closed
11,4097000,Closed
17,2000,Closed
3,420585000,Closed
9,5000,Closed
20,1000,Closed
19,1000,Closed
10,322951000,Closed
19,79167000,Closed
4,281893000,Closed
19,1000,Closed
3,168418000,Closed
19,1042270000,Closed
20,8687000,Closed
3,1000,Closed
8,1000,Closed
19,1000,Closed
17,1000,Closed
6,1000,Closed
8,65463000,Closed
18,2000,Closed
18,76233000,Closed
20,1000,Closed
14,25341000,Closed
14,12569000,Closed
3,159548000,Closed
20,678000,Closed
3,74484000,Closed
2,768907000,Closed
20,425000,Closed
18,1000,Closed
9,15242000,Closed
17,3576000,Closed
8,1000,Closed
18,2000,Closed
18,11268000,Closed
3,88504000,Closed
20,1000,Closed
5,248955000,Closed
15,1000,Closed
3,4722000,Closed
18,94354000,Closed
1,1000,Closed
16,89851000,Closed
4,71989000,Closed
4,1000,Closed
21,2000,Closed
20,10995000,Closed
21,3000,Closed
16,1000,Closed
20,1000,Closed
4,76371000,Closed
18,2000,Closed
5,1000,Closed
19,1000,Closed
19,14728000,Closed
11,1000,Closed
4,100296000,Closed
15,13048000,Closed
16,116000,Closed
20,1000,Closed
1,1000,Closed
11,1000,Closed
8,761000,Closed
20,5156000,Closed
4,181145000,Closed
11,1000,Closed
14,163931000,Closed
18,16530000,Closed
21,3000,Closed
3,86518000,Closed
13,200599000,Closed
19,6000,Closed
18,91205000,Closed
1,2000,Closed
1,2000,Closed
2,1000,Closed
6,1000,Closed
18,1000,Closed
22,309000,Closed
15,1000,Closed
7,1000,Closed
19,458000,Closed
19,1000,Closed
21,7057000,Closed
3,1203000,Closed
20,12982000,Closed
5,84215000,Closed
14,345401000,Closed
6,109198000,Closed
12,1000,Closed
18,5000,Closed
6,9579110000,Closed
8,1000,Closed
17,180549000,Closed
8,175000,Closed
8,3000,Closed
19,1000,Closed
6,165105000,Closed
5,86187000,Closed
18,69628000,Closed
11,1000,Closed
18,1000,Closed
13,1000,Closed
9,68891000,Closed
15,86397000,Closed
6,746856000,Closed
6,272679000,Closed
6,6615642000,Closed
20,1000,Closed
17,88004000,Closed
18,1000,Closed
18,1000,Closed
18,1000,Closed
1,1000,Closed
1,1000,Closed
18,1000,Closed
11,3051000,Closed
12,2000,Closed
21,4000,Closed
19,1000,Closed
20,1000,Closed
2,93957000,Closed
15,8981000,Closed
7,32000,Closed
11,1149000,Closed
21,67992000,Closed
11,2052000,Closed
10,66382000,Closed
21,8000,Closed
1,1000,Closed
19,1000,Closed
15,1000,Closed
11,152603000,Closed
18,1000,Closed
2,5302000,Closed
20,1000,Closed
4,788983000,Closed
4,4000,Closed
20,1000,Closed
18,1000,Closed
12,170710000,Closed
15,5250000,Closed
1,6326000,Closed
4,84554000,Closed
16,17700000,Closed
1,1000,Closed
15,1000,Closed
10,1000,Closed
11,251522000,Closed
4,772998000,Closed
20,2776000,Closed
19,1000,Closed
14,6368000,Closed
22,12610000,Closed
8,1000,Closed
18,1000,Closed
18,6001000,Closed
4,2344000,Closed
20,1000,Closed
14,1000,Closed
17,59499000,Closed
5,10651000,Closed
2,103198000,Closed
14,1000,Closed
18,2000,Closed
5,88006000,Closed
20,1000,Closed
19,1000,Closed
20,1351000,Closed
17,1000,Closed
20,1000,Closed
14,1000,Closed
20,6000,Closed
21,5000,Closed
20,55874000,Closed
8,1000,Closed
15,1000,Closed
7,88316000,Closed
20,1000,Closed
4,1253000,Closed
18,1000,Closed
8,12923000,Closed
4,94480000,Closed
20,1000,Closed
19,1000,Closed
1,1000,Closed
11,1000,Closed
8,6332000,Closed
10,24670000,Closed
20,1000,Closed
20,1000,Closed
15,517429000,Closed
18,5558000,Closed
3,1047866000,Closed
13,72343000,Closed
19,61514000,Closed
6,1000,Closed
20,3005000,Closed
4,1000,Closed
3,243502000,Closed
18,1000,Closed
11,1000,Closed
20,103320000,Closed
7,1000,Closed
7,82143000,Closed
7,1000,Closed
11,1235000,Closed
3,172814000,Closed
18,86028000,Closed
7,99403000,Closed
2,89608000,Closed
11,1000,Closed
22,2000,Closed
20,1000,Closed
19,1000,Closed
18,1000,Closed
19,1000,Closed
5,81109000,Closed
12,79799000,Closed
20,1000,Closed
18,111968000,Closed
20,1000,Closed
14,1000,Closed
14,1000,Closed
20,1000,Closed
11,188007000,Closed
21,19000,Closed
2,2000,Closed
9,83565000,Closed
18,1000,Closed
22,2000,Closed
5,1000,Closed
1,1000,Closed
19,1000,Closed
5,71367000,Closed
10,21434391000,Closed
20,1000,Closed
9,1000,Closed
18,94088000,Closed
20,1000,Closed
6,1000,Closed
18,14797000,Closed
1,1000,Closed
16,2000,Closed
3,101679000,Closed
4,206314000,Closed
10,1000,Closed
20,9376000,Closed
8,61892000,Closed
6,1000,Closed
10,11621000,Closed
17,1000,Closed
20,1000,Closed
11,611777000,Closed
6,7885000,Closed
11,1000,Closed
19,5579000,Closed
18,10530000,Closed
5,139956000,Closed
17,7525000,Closed
20,1000,Closed
20,1000,Closed
7,14063000,Closed
6,1000,Closed
14,1000,Closed
5,1000,Closed
20,94631000,Closed
22,2000,Closed
18,4000,Closed
16,76682000,Closed
6,63440000,Closed
16,4462000,Closed
16,165791000,Closed
20,1000,Closed
4,7000,Closed
8,2108000,Closed
3,1205055000,Closed
5,105339000,Closed
1,1000,Closed
18,9704000,Closed
12,181514000,Closed
2,267669000,Closed
6,13109000,Closed
22,47765000,Closed
18,10614000,Closed
18,17912000,Closed
1,1000,Closed
12,82589000,Closed
19,1000,Closed
22,3000,Closed
2,60703000,Closed
18,104432000,Closed
1,1000,Closed
21,1000,Closed
18,13550000,Closed
6,17328000,Closed
13,11518000,Closed
15,9334339000,Closed
14,2000,Closed
11,174097000,Closed
3,34400000,Closed
18,2000,Closed
20,10769000,Closed
8,252518000,Closed
20,1910000,Closed
11,1000,Closed
3,1906975000,Closed
18,95621000,Closed
3,1000,Closed
3,306416000,Closed
20,74599000,Closed
7,107176000,Closed
14,1000,Closed
10,1000,Closed
15,1000,Closed
5,136084000,Closed
18,1000,Closed
9,10199000,Closed
1,325252000,Closed
14,75304000,Closed
19,1566410000,Closed
19,2000,Closed
20,2512160000,Closed
8,70010000,Closed
14,7122000,Closed
11,1000,Closed
16,653000,Closed
1,1000,Closed
18,1000,Closed
5,2252000,Closed
18,22723000,Closed
7,1000,Closed
13,740503000,Closed
9,1000,Closed
10,1000,Closed
19,1000,Closed
6,329555000,Closed
19,1000,Closed
4,76081000,Closed
2,2093344000,Closed
21,2000,Closed
3,92602000,Closed
3,91150000,Closed
3,13775000,Closed
19,2000,Closed
18,10331000,Closed
19,1000,Closed
20,1000,Closed
17,1000,Closed
18,349453000,Closed
1,1000,Closed
5,97953000,Closed
2,101509000,Closed
4,1000,Closed
18,1000,Closed
20,1179000,Closed
3,99802000,Closed
19,6000,Closed
11,22651000,Closed
20,1000,Closed
21,2109000,Closed
21,11391000,Closed
16,106409000,Closed
12,4305821000,Closed
21,1000,Closed
18,12084000,Closed
11,1000,Closed
20,1000,Closed
10,606777000,Closed
18,2790000,Closed
7,1000,Closed
1,2000,Closed
3,91756000,Closed
7,214000,Closed
11,81668000,Closed
19,1000,Closed
18,1000,Closed
14,1000,Closed
18,79576000,Closed
18,14184000,Closed
18,1000,Closed
9,1000,Closed
19,1000,Closed
11,24198000,Closed
5,99067000,Closed
20,1000,Closed
20,1000,Closed
20,1000,Closed
16,431000,Closed
17,1000,Closed
18,1105000,Closed
1,1000,Closed
7,1000,Closed
16,154007000,Closed
8,91514000,Closed
9,105639000,Closed
2,63595000,Closed
5,328503000,Closed
9,100000,Closed
6,846469000,Closed
8,9743000,Closed
3,19124000,Closed
17,1000,Closed
21,76452000,Closed
3,95359000,Closed
7,21820000,Closed
13,1000,Closed
19,1000,Closed
19,1000,Closed
18,16679000,Closed
18,16469000,Closed
12,28994000,Closed
19,1000,Closed
14,1000,Closed
3,7068000,Closed
15,1000,Closed
10,111490000,Closed
15,1000,Closed
5,174925000,Closed
18,275271000,Closed
11,17691000,Closed
4,27820000,Closed
20,2000,Closed
11,252290000,Closed
2,1000,Closed
20,2000,Closed
5,1000,Closed
21,516466000,Closed
4,1834000,Closed
12,9502000,Closed
4,450158000,Closed
14,2898000,Closed
5,26884000,Closed
7,96099000,Closed
5,2000,Closed
20,2000,Closed
5,507372000,Closed
18,21926000,Closed
4,60075000,Closed
2,80405000,Closed
8,941522000,Closed
18,93214000,Closed
20,1000,Closed
5,2000,Closed
17,110133000,Closed
8,2000,Closed
20,1000,Closed
20,1000,Closed
3,163332000,Closed
18,87873000,Closed
6,2882000,Closed
18,357000,Closed
20,1000,Closed
1,4000,Closed
8,1000,Closed
6,8383000,Closed
3,95238000,Closed
21,144877000,Closed
20,4068742000,Closed
19,1000,Closed
1,1000,Closed
20,137581000,Closed
11,1000,Closed
17,1000,Closed
7,228000,Closed
9,276000,Closed
20,1000,Closed
1,1000,Closed
2,161651000,Closed
18,249295000,Closed
10,8595000,Closed
1,2000,Closed
20,2372000,Closed
14,14914000,Closed
16,4062000,Closed
18,1000,Closed
5,11523000,Closed
20,1000,Closed
19,17376000,Closed
18,1000,Closed
22,3000,Closed
21,4000,Closed
18,4987000,Closed
18,94727000,Closed
6,1000,Closed
18,1000,Closed
6,1000,Closed
3,431889000,Closed
18,6009000,Closed
20,1000,Closed
18,6498000,Closed
5,1351262000,Closed
18,88719000,Closed
20,1000,Closed
10,74211000,Closed
21,74457000,Closed
5,252405000,Closed
20,83890000,Closed
18,1000,Closed
8,7989000,Closed
13,81016000,Closed
19,28106000,Closed
12,203000,Closed
20,1000,Closed
8,254753000,Closed
20,80431000,Closed
18,2000,Closed
20,1000,Closed
16,14738000,Closed
11,1000,Closed
3,435598000,Closed
19,87191000,Closed
4,1399000,Closed
15,13091000,Closed
11,2000,Closed
3,148382000,Closed
11,1000,Closed
3,2434000,Closed
5,6265716000,Closed
4,2000,Closed
2,31286000,Closed
19,1000,Closed
21,2000,Closed
14,330899000,Closed
15,1000,Closed
20,1000,Closed
21,11000,Closed
19,1000,Closed
20,6674000,Closed
10,499853000,Closed
5,159161000,Closed
7,1000,Closed
14,11777000,Closed
2,2000,Closed
20,1000,Closed
16,904000,Closed
18,25834000,Closed
14,1000,Closed
19,1000,Closed
17,1000,Closed
18,163841000,Closed
17,1000,Closed
1,1000,Closed
20,1000,Closed
19,92224000,Closed
2,67876000,Closed
20,1000,Closed
16,11435000,Closed
13,5179000,Closed
4,1211802000,Closed
18,1000,Closed
14,362168000,Closed
2,22779000,Closed
5,65000,Closed
19,1566203000,Closed
10,3516000,Closed
21,10000,Closed
21,2365037000,Closed
1,1000,Closed
19,1000,Closed
20,1000,Closed
21,5401000,Closed
12,6638000,Closed
21,85552000,Closed
4,7637000,Closed
4,169106000,Closed
2,2000,Closed
3,3000,Closed
17,1000,Closed
11,2000,Closed
19,3944000,Closed
14,3000,Closed
11,1000,Closed
22,2000,Closed
19,437582000,Closed
2,77215000,Closed
20,1000,Closed
12,2857000,Closed
3,1000,Closed
12,19226000,Closed
