ward,date_diff,case_status
15,1000,Closed
18,25128000,Closed
20,358000,Closed
1,1000,Closed
4,141603000,Closed
20,3000,Closed
18,1000,Closed
16,74883000,Closed
20,91425000,Closed
19,2000,Closed
11,1000,Closed
15,1000,Closed
21,1489000,Closed
19,1000,Closed
17,74485000,Closed
20,1000,Closed
3,73633000,Closed
20,6060000,Closed
19,1000,Closed
4,7480000,Closed
1,1000,Closed
7,93453000,Closed
3,178585000,Closed
16,18147000,Closed
21,143216000,Closed
21,194000,Closed
21,10922000,Closed
10,1000,Closed
1,1000,Closed
11,19572000,Closed
13,4000,Closed
22,2000,Closed
16,158706000,Closed
22,8000,Closed
20,1000,Closed
16,1000,Closed
2,22374000,Closed
18,3811000,Closed
2,5000,Closed
21,2000,Closed
18,18966000,Closed
7,1000,Closed
5,79369000,Closed
20,2000,Closed
12,124000,Closed
22,1000,Closed
19,66392000,Closed
3,12201000,Closed
14,1000,Closed
21,166734000,Closed
14,1000,Closed
16,3587000,Closed
12,1000,Closed
4,91167000,Closed
20,176866000,Closed
3,1000,Closed
5,10000,Closed
19,5000,Closed
20,3393000,Closed
19,1000,Closed
4,295000,Closed
4,255758000,Closed
16,75708000,Closed
22,6000,Closed
3,1000,Closed
10,6122162000,Closed
5,1776000,Closed
19,929000,Closed
1,1000,Closed
18,6337000,Closed
20,110123000,Closed
1,2000,Closed
18,95000,Closed
4,84904000,Closed
17,1000,Closed
20,10190000,Closed
13,12167000,Closed
8,1000,Closed
18,1000,Closed
5,1000,Closed
2,11000,Closed
18,80630000,Closed
19,1000,Closed
19,1000,Closed
7,97710000,Closed
13,17599472000,Closed
18,2000,Closed
22,92190000,Closed
16,12975000,Closed
20,1467000,Closed
17,2213354000,Closed
10,4906000,Closed
18,86037000,Closed
8,201000,Closed
6,8215000,Closed
20,1000,Closed
18,11169000,Closed
3,4522000,Closed
10,837000,Closed
19,1000,Closed
21,80553000,Closed
13,1000,Closed
22,346959000,Closed
8,3852033000,Closed
19,83721000,Closed
20,1000,Closed
5,95373000,Closed
9,1000,Closed
2,349163000,Closed
19,1000,Closed
18,1000,Closed
22,7475000,Closed
6,4393460000,Closed
20,1000,Closed
2,1640873000,Closed
5,4850400000,Closed
4,2000,Closed
14,1000,Closed
21,5000,Closed
19,2000,Closed
21,2000,Closed
4,282742000,Closed
3,80948000,Closed
12,14023000,Closed
18,6250000,Closed
13,66793000,Closed
20,1000,Closed
14,1000,Closed
16,1000,Closed
14,1000,Closed
18,23818000,Closed
21,5000,Closed
14,18338000,Closed
9,9482000,Closed
17,533479000,Closed
4,8572000,Closed
1,1000,Closed
16,1275000,Closed
11,1000,Closed
21,10569000,Closed
19,1000,Closed
8,221601000,Closed
20,1000,Closed
9,191383000,Closed
22,90790000,Closed
16,1000,Closed
3,5457000,Closed
4,32592000,Closed
3,244140000,Closed
5,8000,Closed
1,1000,Closed
5,6458000,Closed
20,855484000,Closed
3,168606000,Closed
3,2021913000,Closed
7,671674000,Closed
20,5086000,Closed
14,1000,Closed
6,1000,Closed
11,1000,Closed
18,14631000,Closed
17,1000,Closed
6,533606000,Closed
21,168582000,Closed
19,3000,Closed
20,1000,Closed
3,49150000,Closed
20,1000,Closed
16,94345000,Closed
1,2173800000,Closed
18,1000,Closed
4,260186000,Closed
20,3000,Closed
3,1020446000,Closed
11,1000,Closed
19,9718000,Closed
18,144448000,Closed
3,88363000,Closed
20,1000,Closed
18,2412000,Closed
3,333491000,Closed
11,1000,Closed
5,171832000,Closed
13,87444000,Closed
9,1000,Closed
6,75925000,Closed
6,1107984000,Closed
11,1000,Closed
4,1000,Closed
18,1000,Closed
13,1000,Closed
19,3000,Closed
3,86729000,Closed
5,1000,Closed
21,3000,Closed
1,1000,Closed
20,2000,Closed
17,8067000,Closed
17,1000,Closed
18,4668000,Closed
3,1000,Closed
21,5000,Closed
3,944416000,Closed
8,3000,Closed
14,76133000,Closed
18,1000,Closed
4,1641610000,Closed
15,1000,Closed
17,73186000,Closed
4,2000,Closed
20,1000,Closed
18,115621000,Closed
5,240875000,Closed
1,1000,Closed
8,1000,Closed
18,1000,Closed
6,86529000,Closed
21,6448000,Closed
3,251914000,Closed
3,87124000,Closed
18,1000,Closed
5,64598000,Closed
18,2000,Closed
20,20678000,Closed
20,1000,Closed
18,1000,Closed
20,1000,Closed
4,1000,Closed
19,1000,Closed
18,1000,Closed
18,1000,Closed
19,16833000,Closed
12,2132000,Closed
12,71233000,Closed
19,19168000,Closed
18,9164000,Closed
11,167979000,Closed
2,57451000,Closed
8,1000,Closed
16,1339000,Closed
3,163861000,Closed
2,75562000,Closed
1,1000,Closed
8,214000,Closed
5,9000,Closed
9,7440000,Closed
6,2000,Closed
20,81666000,Closed
5,1000,Closed
10,9000,Closed
16,433297000,Closed
11,1000,Closed
18,1000,Closed
18,1000,Closed
5,2000,Closed
18,1231000,Closed
3,1000,Closed
5,934208000,Closed
8,488855000,Closed
15,1000,Closed
18,1000,Closed
20,191112000,Closed
20,156861000,Closed
5,1000,Closed
18,16424000,Closed
20,133757000,Closed
7,1000,Closed
22,1000,Closed
17,74956000,Closed
21,25000,Closed
21,5000,Closed
1,1000,Closed
6,1000,Closed
18,2000,Closed
3,6112472000,Closed
18,76300000,Closed
11,4000,Closed
20,64274000,Closed
21,3513193000,Closed
20,1000,Closed
3,253450000,Closed
3,2000,Closed
4,4922000,Closed
18,1000,Closed
13,73414000,Closed
11,581954000,Closed
20,1000,Closed
16,47835000,Closed
21,65121000,Closed
17,1000,Closed
6,12541000,Closed
21,2000,Closed
20,1000,Closed
5,86090000,Closed
1,415068000,Closed
20,2000,Closed
4,2000,Closed
3,266330000,Closed
14,1000,Closed
14,2000,Closed
20,1000,Closed
21,2386000,Closed
7,91677000,Closed
3,265186000,Closed
18,110000,Closed
5,73360000,Closed
17,1000,Closed
20,1000,Closed
3,77393000,Closed
11,1000,Closed
5,11670000,Closed
19,1000,Closed
12,4361000,Closed
21,5000,Closed
12,6487238000,Closed
20,1000,Closed
8,1000,Closed
7,5786000,Closed
15,1000,Closed
16,1000,Closed
7,1000,Closed
19,1000,Closed
19,1000,Closed
18,13513000,Closed
5,69631000,Closed
20,1000,Closed
2,98465000,Closed
19,1000,Closed
20,1000,Closed
5,2000,Closed
11,1000,Closed
21,1000,Closed
4,1000,Closed
17,18569000,Closed
15,280919000,Closed
18,8681000,Closed
18,2000,Closed
18,1000,Closed
5,334517000,Closed
8,68550000,Closed
18,467000,Closed
9,1509000,Closed
19,1000,Closed
18,266583000,Closed
18,2000,Closed
8,1096074000,Closed
4,351635000,Closed
17,1000,Closed
7,97958000,Closed
9,1000,Closed
18,2000,Closed
18,1000,Closed
18,822000,Closed
19,310665000,Closed
5,5994229000,Closed
22,9515000,Closed
3,93266000,Closed
18,18708000,Closed
20,1000,Closed
6,95772000,Closed
18,1000,Closed
10,9651000,Closed
22,2332000,Closed
19,2000,Closed
8,378000,Closed
5,38453000,Closed
1,2000,Closed
8,1000,Closed
8,1000,Closed
18,2000,Closed
22,4000,Closed
19,1000,Closed
20,2000,Closed
9,58151000,Closed
20,1000,Closed
18,1000,Closed
5,8287000,Closed
6,166000,Closed
14,5822000,Closed
18,1000,Closed
21,1000,Closed
3,266662000,Closed
10,2000,Closed
16,1000,Closed
18,8911000,Closed
8,1000,Closed
21,361452000,Closed
6,80826000,Closed
22,96251000,Closed
19,1000,Closed
18,1000,Closed
13,1000,Closed
21,1225000,Closed
4,1000,Closed
7,1000,Closed
9,4075000,Closed
5,10811000,Closed
20,1000,Closed
18,1306000,Closed
21,89177000,Closed
5,428556000,Closed
7,1000,Closed
22,165000,Closed
11,98757000,Closed
20,1000,Closed
17,6018000,Closed
20,1000,Closed
15,1000,Closed
18,16321000,Closed
5,94519000,Closed
14,1000,Closed
8,1000,Closed
20,1000,Closed
2,73189000,Closed
17,2000,Closed
21,124000,Closed
20,1000,Closed
4,10224000,Closed
12,11000,Closed
10,770000,Closed
1,2000,Closed
8,8000,Closed
6,16202000,Closed
21,3000,Closed
18,10602000,Closed
17,14952000,Closed
13,268314000,Closed
13,6991450000,Closed
14,268436000,Closed
18,1000,Closed
22,2303916000,Closed
18,2000,Closed
5,1000,Closed
19,1000,Closed
4,1000,Closed
21,82555000,Closed
6,28048000,Closed
11,74516000,Closed
10,406551000,Closed
8,1000,Closed
8,1000,Closed
10,4000,Closed
18,2000,Closed
9,1000,Closed
12,1000,Closed
20,583000,Closed
5,3969000,Closed
4,422358000,Closed
8,245793000,Closed
21,5000,Closed
20,9903000,Closed
5,1000,Closed
20,7950000,Closed
8,58507000,Closed
20,1000,Closed
19,3000,Closed
9,2895000,Closed
8,101560000,Closed
11,73669000,Closed
20,1000,Closed
19,1000,Closed
18,14116000,Closed
20,1000,Closed
18,1000,Closed
2,1377273000,Closed
8,1000,Closed
6,1000,Closed
18,86807000,Closed
1,90394000,Closed
17,255135000,Closed
19,102642000,Closed
20,1000,Closed
1,1000,Closed
9,15582000,Closed
2,10381000,Closed
2,4105000,Closed
13,1000,Closed
2,2120000,Closed
19,1000,Closed
9,200430000,Closed
12,14419513000,Closed
5,1079000,Closed
5,45618000,Closed
5,6000,Closed
8,7944000,Closed
20,1000,Closed
8,73378000,Closed
4,159004000,Closed
21,15025000,Closed
2,81843000,Closed
11,816000,Closed
21,2000,Closed
1,1000,Closed
18,1000,Closed
12,7147000,Closed
21,55626000,Closed
20,1000,Closed
14,1000,Closed
17,1000,Closed
4,105488000,Closed
11,4661000,Closed
20,17366000,Closed
15,1000,Closed
18,2000,Closed
4,810000,Closed
10,52000,Closed
20,1000,Closed
7,62824000,Closed
7,1000,Closed
3,193239000,Closed
10,8409000,Closed
20,1000,Closed
16,95396000,Closed
10,1000,Closed
6,1000,Closed
18,2000,Closed
4,98270000,Closed
11,1000,Closed
15,1000,Closed
19,1000,Closed
18,17540000,Closed
20,1000,Closed
6,2154513000,Closed
2,260149000,Closed
19,1000,Closed
4,5235000,Closed
21,324768000,Closed
14,1000,Closed
4,350818000,Closed
13,1000,Closed
6,80780000,Closed
8,261804000,Closed
4,1000,Closed
13,1000,Closed
5,94531000,Closed
7,1000,Closed
2,1000,Closed
18,16003000,Closed
20,1000,Closed
4,782830000,Closed
18,1000,Closed
20,1000,Closed
19,1000,Closed
3,2145891000,Closed
1,2000,Closed
5,81969000,Closed
16,176006000,Closed
10,1000,Closed
21,1000,Closed
19,11936000,Closed
14,2000,Closed
7,16150000,Closed
19,1000,Closed
3,78361000,Closed
4,2000,Closed
16,7978000,Closed
6,926065000,Closed
12,1552850000,Closed
15,3000,Closed
21,67286000,Closed
1,1000,Closed
4,945003000,Closed
14,3329000,Closed
17,79207000,Closed
5,186215000,Closed
14,1000,Closed
16,5432000,Closed
5,75846000,Closed
16,1000,Closed
18,6386000,Closed
3,95676000,Closed
21,1000,Closed
22,2290634000,Closed
22,1000,Closed
20,1000,Closed
21,266000,Closed
4,343003000,Closed
11,1000,Closed
8,155130000,Closed
18,12268000,Closed
20,2864000,Closed
16,76795000,Closed
20,1000,Closed
12,1000,Closed
3,1000,Closed
19,1000,Closed
19,65569000,Closed
18,8648000,Closed
3,2581119000,Closed
14,1000,Closed
3,1000,Closed
22,164928000,Closed
20,1000,Closed
5,94704000,Closed
4,877225000,Closed
16,535000,Closed
5,2000,Closed
22,69000,Closed
3,90497000,Closed
21,102691000,Closed
6,1813802000,Closed
20,2000,Closed
6,10264000,Closed
18,69750000,Closed
13,583003000,Closed
20,1000,Closed
19,2000,Closed
7,1000,Closed
5,322001000,Closed
20,1000,Closed
1,1000,Closed
6,1000,Closed
14,1000,Closed
12,1000,Closed
22,77411000,Closed
19,1000,Closed
3,2000,Closed
5,262910000,Closed
20,1000,Closed
18,1000,Closed
3,93306000,Closed
18,1000,Closed
19,1000,Closed
14,678999000,Closed
4,63701000,Closed
11,166718000,Closed
20,1000,Closed
11,1000,Closed
3,13719000,Closed
6,573670000,Closed
22,4000,Closed
18,1000,Closed
4,2000,Closed
6,83157000,Closed
17,1000,Closed
20,6087000,Closed
17,1000,Closed
22,3000,Closed
16,28754000,Closed
18,1000,Closed
20,1000,Closed
20,49077000,Closed
5,89835000,Closed
22,101760000,Closed
12,1000,Closed
18,2000,Closed
4,1000,Closed
18,1000,Closed
4,1000,Closed
18,8673000,Closed
18,9156000,Closed
3,99568000,Closed
2,220089000,Closed
1,1000,Closed
20,19148000,Closed
11,1000,Closed
11,1000,Closed
21,5000,Closed
14,1000,Closed
18,1000,Closed
2,8957000,Closed
20,145548000,Closed
14,707544000,Closed
17,2000,Closed
18,2531000,Closed
4,242693000,Closed
2,1000,Closed
5,344464000,Closed
20,14796000,Closed
3,21429000,Closed
17,24689000,Closed
18,18833000,Closed
2,167155000,Closed
19,89461000,Closed
6,16900000,Closed
21,1830226000,Closed
17,1000,Closed
18,2000,Closed
14,2000,Closed
9,15148000,Closed
20,1000,Closed
22,83347000,Closed
14,1000,Closed
5,33697821000,Closed
20,428609000,Closed
4,2000,Closed
21,3000,Closed
21,24000,Closed
1,2000,Closed
3,476000,Closed
12,17849000,Closed
3,7000,Closed
16,93214000,Closed
3,83021000,Closed
15,33461000,Closed
18,4350000,Closed
20,7346000,Closed
4,63380000,Closed
21,3000,Closed
20,1000,Closed
18,18033000,Closed
1,1000,Closed
14,1000,Closed
8,1000,Closed
3,36479000,Closed
18,2000,Closed
18,5976000,Closed
14,104632000,Closed
16,1000,Closed
19,1000,Closed
1,1000,Closed
22,6937000,Closed
5,67281000,Closed
18,8709000,Closed
3,1473035000,Closed
20,1000,Closed
14,1000,Closed
20,1000,Closed
5,1000,Closed
3,1000,Closed
6,44640000,Closed
4,10502000,Closed
5,90351000,Closed
21,742329000,Closed
3,542000,Closed
20,28860000,Closed
16,1000,Closed
20,1276000,Closed
18,1000,Closed
19,1000,Closed
10,1000,Closed
21,3000,Closed
5,218181000,Closed
21,325378000,Closed
14,5182000,Closed
20,1000,Closed
21,3000,Closed
20,1000,Closed
13,1000,Closed
14,6825000,Closed
10,1000,Closed
18,92401000,Closed
22,1000,Closed
19,7695000,Closed
7,2000,Closed
5,7044000,Closed
19,90571000,Closed
21,176000,Closed
7,1000,Closed
21,230000,Closed
14,1000,Closed
16,13663000,Closed
19,3000,Closed
15,1000,Closed
16,73465000,Closed
1,1000,Closed
3,1000,Closed
10,4654000,Closed
1,2000,Closed
20,18650000,Closed
6,97543000,Closed
12,1000,Closed
22,9145000,Closed
18,1000,Closed
19,1000,Closed
5,14088000,Closed
17,68013000,Closed
20,1000,Closed
9,16502000,Closed
22,5000,Closed
19,1000,Closed
11,1000,Closed
21,84104000,Closed
21,11012000,Closed
1,1000,Closed
15,90127000,Closed
3,685572000,Closed
5,1000,Closed
21,74549000,Closed
4,90295000,Closed
3,1000,Closed
5,2000,Closed
3,9375000,Closed
5,1000,Closed
16,27419000,Closed
16,68650000,Closed
20,1000,Closed
20,356313000,Closed
17,1000,Closed
3,528574000,Closed
4,1000,Closed
19,1000,Closed
8,1000,Closed
2,95853000,Closed
3,1000,Closed
6,4362388000,Closed
19,1000,Closed
21,253447000,Closed
11,2194000,Closed
17,51192000,Closed
3,95143000,Closed
12,2000,Closed
19,1000,Closed
20,4038281000,Closed
13,178770000,Closed
22,4000,Closed
20,1000,Closed
20,1000,Closed
5,1317491000,Closed
19,1000,Closed
6,56922000,Closed
14,1000,Closed
12,16074694000,Closed
4,1000,Closed
19,1000,Closed
20,1000,Closed
18,1000,Closed
18,1000,Closed
21,2000,Closed
19,3206000,Closed
21,162000,Closed
19,1000,Closed
18,1000,Closed
19,110271000,Closed
20,2000,Closed
18,14490000,Closed
20,1000,Closed
20,1000,Closed
20,1000,Closed
19,1000,Closed
20,1000,Closed
18,1000,Closed
8,606765000,Closed
18,895486000,Closed
18,91856000,Closed
20,1000,Closed
15,3026874000,Closed
20,1000,Closed
2,1822302000,Closed
21,6434000,Closed
2,426732000,Closed
3,76968000,Closed
18,2000,Closed
17,1000,Closed
20,1000,Closed
3,356485000,Closed
1,1000,Closed
18,1000,Closed
12,84061000,Closed
3,58535000,Closed
19,1000,Closed
9,678209000,Closed
15,1000,Closed
3,8548805000,Closed
12,253631000,Closed
14,1000,Closed
3,959894000,Closed
14,158775000,Closed
21,1000,Closed
11,15451000,Closed
3,3000,Closed
2,5000,Closed
12,1000,Closed
10,18799000,Closed
21,179922000,Closed
1,1000,Closed
16,6235000,Closed
3,14327000,Closed
9,1000,Closed
8,3798000,Closed
18,2000,Closed
11,89052000,Closed
5,151621000,Closed
15,170437000,Closed
4,237507000,Closed
3,590157000,Closed
3,2482104000,Closed
14,25481000,Closed
20,1000,Closed
20,98853000,Closed
19,1000,Closed
7,1000,Closed
6,15826000,Closed
5,327343000,Closed
20,1000,Closed
17,2000,Closed
3,21000,Closed
18,92603000,Closed
11,12809000,Closed
7,705000,Closed
19,3000,Closed
20,1000,Closed
20,2633000,Closed
18,21391000,Closed
20,6000,Closed
6,264498000,Closed
19,1000,Closed
10,537140000,Closed
18,1000,Closed
13,1000,Closed
15,241070000,Closed
11,1000,Closed
18,88135000,Closed
2,64922000,Closed
3,2000,Closed
11,514824000,Closed
20,1000,Closed
17,2000,Closed
19,1000,Closed
9,1000,Closed
12,2207000,Closed
13,2000,Closed
18,2000,Closed
8,1000,Closed
10,85000,Closed
8,222415000,Closed
7,1000,Closed
20,1000,Closed
11,157710000,Closed
5,83483000,Closed
4,2000,Closed
22,85656000,Closed
17,24555000,Closed
11,438515000,Closed
15,264082000,Closed
4,276301000,Closed
19,151725000,Closed
3,23602000,Closed
22,1000,Closed
19,1000,Closed
4,346844000,Closed
19,10958000,Closed
8,86902000,Closed
20,2950000,Closed
5,164810000,Closed
16,1000,Closed
16,845692000,Closed
19,94040000,Closed
7,411214000,Closed
20,77000,Closed
5,883710000,Closed
9,2000,Closed
5,332171000,Closed
8,94330000,Closed
11,4494000,Closed
22,257589000,Closed
6,1863000,Closed
6,1000,Closed
17,507683000,Closed
20,1000,Closed
12,108000,Closed
18,21486000,Closed
15,2347000,Closed
6,2000,Closed
14,1000,Closed
11,1000,Closed
10,143985000,Closed
14,1000,Closed
18,7810000,Closed
22,11314000,Closed
18,148715000,Closed
14,21141000,Closed
19,74297000,Closed
1,1000,Closed
3,44309000,Closed
22,351000,Closed
15,1000,Closed
18,76145000,Closed
20,4687000,Closed
21,4000,Closed
18,2000,Closed
18,1000,Closed
20,1000,Closed
16,1000,Closed
15,683379000,Closed
5,97891000,Closed
12,17628000,Closed
21,56000,Closed
3,89468000,Closed
21,3000,Closed
1,1000,Closed
1,1000,Closed
5,590432000,Closed
16,18789000,Closed
20,1000,Closed
3,6662000,Closed
6,1000,Closed
6,11514000,Closed
18,3000,Closed
2,105710000,Closed
5,32358000,Closed
16,62887000,Closed
13,79947000,Closed
4,227967000,Closed
20,30159167000,Closed
18,14709000,Closed
16,2000,Closed
1,5736000,Closed
16,1552000,Closed
2,7853236000,Closed
1,5979000,Closed
21,85031000,Closed
20,2376000,Closed
18,2772000,Closed
20,1000,Closed
14,83120000,Closed
21,4000,Closed
1,3000,Closed
18,1000,Closed
22,431143000,Closed
18,1603000,Closed
1,2000,Closed
18,528191000,Closed
1,9000,Closed
3,346714000,Closed
1,2000,Closed
6,344618000,Closed
15,1000,Closed
20,2000,Closed
9,4198000,Closed
14,1000,Closed
19,1000,Closed
22,6000,Closed
3,18293000,Closed
21,65219000,Closed
17,167824000,Closed
20,1000,Closed
21,4000,Closed
18,3000,Closed
4,72629000,Closed
19,1000,Closed
20,69676000,Closed
4,132646000,Closed
10,19184000,Closed
10,96829000,Closed
16,111569000,Closed
14,91090000,Closed
3,85384000,Closed
22,86799000,Closed
13,5940000,Closed
22,603000,Closed
20,1000,Closed
22,105000,Closed
18,1000,Closed
21,147890000,Closed
4,69357000,Closed
19,1000,Closed
14,86187000,Closed
11,1000,Closed
21,2000,Closed
12,95531000,Closed
3,1000,Closed
22,143213000,Closed
18,1000,Closed
3,7719000,Closed
18,1000,Closed
17,1000,Closed
19,1000,Closed
3,3623000,Closed
18,1000,Closed
3,30388000,Closed
13,1000,Closed
6,91963000,Closed
22,2778000,Closed
8,2000,Closed
11,71887000,Closed
6,1000,Closed
15,1000,Closed
14,76699000,Closed
16,345441000,Closed
12,1000,Closed
6,664953000,Closed
17,3597000,Closed
14,2000,Closed
19,16960000,Closed
18,3000,Closed
13,432534000,Closed
18,10000,Closed
20,5611000,Closed
19,1000,Closed
14,3621000,Closed
11,251443000,Closed
11,1000,Closed
18,1000,Closed
4,1000,Closed
20,7166000,Closed
18,1000,Closed
20,1000,Closed
6,1818000,Closed
3,5983000,Closed
11,1000,Closed
12,1000,Closed
20,1000,Closed
5,11000,Closed
15,1000,Closed
6,2071714000,Closed
16,1000,Closed
19,1808000,Closed
9,169000,Closed
1,1000,Closed
16,110000,Closed
5,264459000,Closed
12,4377000,Closed
10,5424000,Closed
14,1000,Closed
19,11075000,Closed
7,1000,Closed
9,37119000,Closed
17,75269000,Closed
20,1000,Closed
21,10514000,Closed
15,530748000,Closed
20,2000,Closed
12,62095000,Closed
13,1000,Closed
4,17221000,Closed
11,1000,Closed
11,4000,Closed
10,96554000,Closed
6,138724000,Closed
18,67721000,Closed
3,82033000,Closed
3,167448000,Closed
11,1000,Closed
4,71650000,Closed
15,258547000,Closed
11,191307000,Closed
3,96024000,Closed
6,152129000,Closed
18,1000,Closed
19,1000,Closed
3,1000,Closed
18,1000,Closed
10,2000,Closed
3,2000,Closed
10,1000,Closed
21,10000,Closed
2,252432000,Closed
5,1000,Closed
8,1000,Closed
18,1000,Closed
8,1000,Closed
18,77163000,Closed
18,245612000,Closed
3,74005000,Closed
22,228300000,Closed
1,2246007000,Closed
12,78927000,Closed
2,564237000,Closed
2,95256000,Closed
3,1000,Closed
14,2671000,Closed
20,1000,Closed
5,84202000,Closed
20,76233000,Closed
20,66306000,Closed
15,153872000,Closed
4,3854000,Closed
5,103837000,Closed
8,171621000,Closed
18,169496000,Closed
13,1000,Closed
17,231389000,Closed
19,1000,Closed
2,138000,Closed
20,11128000,Closed
12,1000,Closed
20,1000,Closed
20,5909000,Closed
1,1000,Closed
6,301449000,Closed
8,677000,Closed
18,361277000,Closed
20,1000,Closed
12,115010000,Closed
11,1000,Closed
21,26865000,Closed
19,44313000,Closed
9,98174000,Closed
11,166263000,Closed
20,70965000,Closed
1,6654849000,Closed
14,144910000,Closed
18,79564000,Closed
18,102880000,Closed
10,100169000,Closed
13,1000,Closed
1,1000,Closed
1,1000,Closed
20,3000,Closed
20,1000,Closed
3,237440000,Closed
21,2000,Closed
10,5492000,Closed
20,102681000,Closed
16,72000,Closed
14,82033000,Closed
14,512135000,Closed
22,5000,Closed
18,3000,Closed
4,527605000,Closed
5,1000,Closed
4,118022000,Closed
17,85229000,Closed
19,1000,Closed
16,1053000,Closed
3,270602000,Closed
17,86501000,Closed
21,201000,Closed
22,407298000,Closed
5,402784000,Closed
20,1945000,Closed
13,190771000,Closed
7,418332000,Closed
6,1000,Closed
7,6178000,Closed
18,74289000,Closed
4,78086000,Closed
14,92606000,Closed
3,3000,Closed
14,71014000,Closed
5,1000,Closed
19,216000,Closed
7,241985000,Closed
22,12000,Closed
11,1000,Closed
8,1000,Closed
10,1000,Closed
22,4000,Closed
12,256570000,Closed
8,337662000,Closed
18,581000,Closed
10,199867000,Closed
5,107172000,Closed
15,704270000,Closed
12,249046000,Closed
13,1000,Closed
18,601112000,Closed
2,59811000,Closed
21,3953000,Closed
19,1000,Closed
15,98886000,Closed
5,1455000,Closed
15,1000,Closed
14,1000,Closed
3,7000,Closed
16,89480000,Closed
20,1000,Closed
3,1193301000,Closed
1,1000,Closed
18,41000,Closed
21,3838000,Closed
13,81434000,Closed
20,78628000,Closed
6,1000,Closed
2,1000,Closed
22,326762000,Closed
22,2398000,Closed
13,1000,Closed
15,87109000,Closed
14,1000,Closed
14,1000,Closed
20,6845000,Closed
4,84726000,Closed
2,78022000,Closed
15,1000,Closed
8,63315000,Closed
16,8226000,Closed
8,1000,Closed
15,1000,Closed
3,163563000,Closed
9,4086000,Closed
13,179139000,Closed
20,1000,Closed
11,1000,Closed
18,67344000,Closed
18,1000,Closed
19,2000,Closed
19,1000,Closed
1,709000,Closed
18,4775000,Closed
1,1000,Closed
14,26081000,Closed
8,3000,Closed
20,15375000,Closed
17,1000,Closed
18,15268000,Closed
16,99840000,Closed
1,1000,Closed
9,1134152000,Closed
17,2000,Closed
5,1000,Closed
20,6069128000,Closed
14,245519000,Closed
6,1054381000,Closed
21,1000,Closed
15,1000,Closed
19,2000,Closed
10,1000,Closed
18,7354000,Closed
20,4247000,Closed
11,1000,Closed
6,9341000,Closed
10,2000,Closed
3,232306000,Closed
2,2000,Closed
22,442136000,Closed
21,155000,Closed
5,533245000,Closed
6,73766000,Closed
2,20462000,Closed
14,2000,Closed
10,12000,Closed
3,5698458000,Closed
20,75703000,Closed
9,80872000,Closed
5,92042000,Closed
8,14638000,Closed
12,5544000,Closed
5,1000,Closed
21,92338000,Closed
19,2000,Closed
20,2000,Closed
10,1000,Closed
14,1000,Closed
18,1000,Closed
20,1000,Closed
12,1000,Closed
2,121823000,Closed
4,9305000,Closed
3,15797000,Closed
21,1000,Closed
18,84563000,Closed
16,5807000,Closed
16,79996000,Closed
10,4000,Closed
3,57207000,Closed
14,94514000,Closed
20,1332000,Closed
5,88147000,Closed
21,2000,Closed
17,84798000,Closed
3,15000,Closed
11,77379000,Closed
20,1000,Closed
19,89855000,Closed
4,1000,Closed
18,1000,Closed
5,141377000,Closed
10,101797000,Closed
6,86621000,Closed
5,1219861000,Closed
6,87645000,Closed
12,1000,Closed
18,275488000,Closed
1,10000,Closed
20,1000,Closed
1,1000,Closed
19,1000,Closed
21,1000,Closed
5,48587000,Closed
18,82849000,Closed
20,1000,Closed
19,1000,Closed
11,2000,Closed
10,1000,Closed
13,318944000,Closed
2,1000,Closed
22,7000,Closed
2,72403000,Closed
19,1000,Closed
18,2000,Closed
20,1458486000,Closed
18,587000,Closed
18,1000,Closed
5,348844000,Closed
20,1000,Closed
11,1000,Closed
9,1000,Closed
11,103182000,Closed
12,1000,Closed
5,107108000,Closed
16,10116000,Closed
1,1000,Closed
2,47006000,Closed
18,1000,Closed
20,108110000,Closed
8,1000,Closed
20,1000,Closed
19,1000,Closed
1,7701000,Closed
22,5000,Closed
19,1000,Closed
1,1000,Closed
15,94393000,Closed
4,3000,Closed
16,18227000,Closed
18,1000,Closed
20,1000,Closed
17,196133000,Closed
1,1000,Closed
18,1000,Closed
20,1351849000,Closed
21,820000,Closed
20,77931000,Closed
20,276535000,Closed
21,5000,Closed
20,1000,Closed
16,14990000,Closed
20,1000,Closed
2,157786000,Closed
20,1000,Closed
18,592000,Closed
22,5000,Closed
14,7477000,Closed
13,1000,Closed
2,16983000,Closed
20,6000,Closed
5,88381000,Closed
1,1000,Closed
16,77440000,Closed
3,248121000,Closed
21,10620000,Closed
20,2000,Closed
18,1906000,Closed
2,248645000,Closed
5,73552000,Closed
12,1000,Closed
15,1000,Closed
6,9099000,Closed
20,1000,Closed
6,1000,Closed
3,15000,Closed
18,1000,Closed
9,19781000,Closed
3,1000,Closed
1,1000,Closed
3,160847000,Closed
6,16852000,Closed
18,1000,Closed
1,9000,Closed
1,3000,Closed
20,141513000,Closed
18,7820000,Closed
18,8168000,Closed
21,426074000,Closed
16,19787000,Closed
3,1634000,Closed
10,200774000,Closed
18,1000,Closed
14,65102000,Closed
3,1000,Closed
18,3000,Closed
4,55589000,Closed
10,1000,Closed
20,15025000,Closed
8,7380000,Closed
3,236698000,Closed
21,88945000,Closed
19,104887000,Closed
16,93463000,Closed
12,96791000,Closed
9,71197000,Closed
4,80649000,Closed
22,1892925000,Closed
16,1000,Closed
